category,prod_id,rating,polarity,review,review_len,review_id
AMAZON_FASHION,B001LFP0EO,4.0,positive,Shipped quick and product was just as advertised. Giving 4 stars for the band itself. Its grear as long as Im standing and moving. But if I sit or lay it rolls up and is difficult to reposition especially if you have a newborn in hand.,46,14
AMAZON_FASHION,B001LFP0EO,4.0,positive,"This did its job, but maybe I expected more. It creased right away, and the creases never straightened out so it stopped serving its purpose, almost. But, it did help when I wore it several hours a day. I was only able to get about one month use out of it.",51,15
AMAZON_FASHION,B001LFP0EO,5.0,positive,"helped me with lower back support after giving birth, highly recommended",11,16
AMAZON_FASHION,B001LFP0EO,5.0,positive,Really helps my stomach to feel tight and help my stomach to look flat.,14,17
AMAZON_FASHION,B001LFP0EO,5.0,positive,I got this for my girlfriend because it was on her registry she loved it.,15,18
AMAZON_FASHION,B001LFP0EO,2.0,negative,"I'm 2 weeks postpartum and bought this for the flabby tummy. I have wide hips and a smallish waist, and this thing just won't stay in place. Every time I sit, it rides way up, and even bending causes it to slip. I've had it one day and think I'll have to return. ",53,19
AMAZON_FASHION,B001LFP0EO,4.0,positive,Great belly wrap. It does the job youll see progress in a few days. For me i wore this 3days postpartum it did help shrink my tummy in less than a week but then after that it just stays that way there was no more additional progress. Good quality wrap as well. But i think price is too much for something u will only use for say about a month. Well depends on every woman. This is my review.,79,20
AMAZON_FASHION,B001LFP0EO,4.0,positive,"I felt this product ran a little small, but it is supposed to be tighter. I slept in mine a lot, but I found myself waking up in a dripping sweat, so I wouldn't recommend wearing at night. Great to wear around the house and helps things tighten up a bit after the trauma of giving birth.",57,21
AMAZON_FASHION,B001LFP0EO,5.0,positive,Really helped me with my diastasis recti after I had my baby! Helped so much with back and belly pain from sore muscles after delivery.  Sizing was spot on,29,22
AMAZON_FASHION,B001LFP0EO,1.0,negative,Returned I purchased as a gift and the person didn't want.,11,23
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I ordered large. A small was delivered. I returned the product. If a company cant get this one basic process correct then I am not wasting anymore time on them. In the end I was better off not using the band. My muscles seem to have recovered pretty well after my cesarean operation.

The band seemed pretty sturdy, but was almost too thick to be comfortable under clothes.",68,24
AMAZON_FASHION,B001LFP0EO,1.0,negative,Cinched ok when not sitting or bending.  Rolled up and gathered/bunched up quickly.  Ok of you have no waist.  Didn't work for me at all.,25,25
AMAZON_FASHION,B001LFP0EO,5.0,positive,"I'm 10 days postpartum with our second child, and I can button my pre-pregnancy jeans. Sweet!

Sizing Note: I was right on the border between two sizes, so I sized down. I had to wait a few days to wear it, but it will be more useful to me in the long term.",53,26
AMAZON_FASHION,B001LFP0EO,5.0,positive,"Wife bought it, and she likes it quite a bit.",10,27
AMAZON_FASHION,B001LFP0EO,4.0,positive,This product futs great. Was very snug the first day...but as it does its job and my belly gets smaller it fits better and better!,25,28
AMAZON_FASHION,B001LFP0EO,4.0,positive,"I ordered this based on the companys sizing chart, it ended up being a whole size too big. After returning and ordering a Small, I had good results. One con would be that the material creases easily and bunches up. I ended up rotating the band so that the Velcro closure was on the back and it helped somewhat.",59,29
AMAZON_FASHION,B001LFP0EO,1.0,negative,Want to return! It does not fit and you can feel & hearvthe Velcro while wearing it.,17,30
AMAZON_FASHION,B001LFP0EO,5.0,positive,"One of the reviews I read before purchasing was this stated that the fit was wrong, if you use the sizing chart on Amazon, yes, that is correct - you will get the wrong size.  Go directly to the Belly Bandit website and use that sizing chart and you will get the correct size.  I love this, so far.  Only had it for a few days but is helping my back tremendously.",72,31
AMAZON_FASHION,B001LFP0EO,5.0,positive,"I got an extra small since I was between sizes and this fit me a couple days after delivery. I don't wear it all the time, but I wear it while Im bed. It feels really good when I wear it. My backs been hurting after the delivery.",48,32
AMAZON_FASHION,B001LFP0EO,5.0,positive,So impressed by this product! Very comfortable and it really works well. I didn't start using it until 5 weeks PP but still feel it was worth the money.,29,33
AMAZON_FASHION,B001LFP0EO,1.0,negative,"Yes I had received a package,but package was all open ,I am not happy about ,I think a item is not a new item I would like To return then ,I always buys onlime though amazon if you want me continue to buy then please unopened package or use item",50,34
AMAZON_FASHION,B001LFP0EO,2.0,negative,I loved the material but the sizing is horrible... I bought a large based on the sizing chart I was only about to wear for 3 days after now it's just too loose. Supports nothing.,35,35
AMAZON_FASHION,B001LFP0EO,2.0,negative,Stretched out within the first week I wore it  Measured my waste correctly before I bought it and it was still too big within the first few days of wear...,30,36
AMAZON_FASHION,B001LFP0EO,5.0,positive,Bought in Large--had twins too!  Used one provided by hospital first week and then fit into belly bandit in a large one week Postpartum.  Now going on 2 1/2 weeks postpartum I'm going to need to order size down!  This thing really works!!,43,37
AMAZON_FASHION,B001LFP0EO,5.0,positive,I had originally went to the belly bandit website for the sizing. It fit just like it was suppose to - snug but still able to be Velcro shut. Im so glad I bought it. It helped a lot with core support once I delivered.,45,38
AMAZON_FASHION,B001LFP0EO,2.0,negative,Wanted to love this and use it but it's not true to size. (Runs small) and it bends weird and doesn't lay nicely at all. Complete disappoinment.,27,39
AMAZON_FASHION,B001LFP0EO,4.0,positive,I like this belly band a lot and the fit is snug but perfect for what I was looking for.  I really think this helps a lot with the postpartum healing process too.  I started wearing it on occasion right after I got home from the hospital from having my son. Although I did not have a C-section it really helped to reduce the pain I had from cramping in the few weeks after delivery and of course holds in all that extra baby fat and swelling that is still going down after birth.  My only complaint it that the seam is really thick where the velcro attaches which makes it hard to wear discreetly underneath tighter clothes.,118,40
AMAZON_FASHION,B001LFP0EO,5.0,positive,I started to wear it two weeks after my c-section until I was about 3 months postpartum.  It most certainly helped get me back in shape quicker than I think I would have on my own.  People couldn't believe how quickly I was back to my normal size!,48,41
AMAZON_FASHION,B001LFP0EO,5.0,positive,Worked well! Now I need a smaller size!,8,42
AMAZON_FASHION,B001LFP0EO,4.0,positive,"My torso is a bit long, so this creates a bit of a muffin top effect. I guess if you're squeezing the fat it has to go somewhere, right? Anyhow, was using something similar from the hospital after my c- section, then stopped. Started having back pain, incision pain, and pain with stretch marks right under my belly button. This added the support I was needing to aid in my recovery. One week later, and my core muscles are definitely strengthening, my stretch marks are smaller, and I'm almost totally pain free. I wear the band as often as I can, even to sleep and work out. Wish I would've continually worn something post c- section to aid in healing!",120,43
AMAZON_FASHION,B001LFP0EO,2.0,negative,"I really wanted to try this post baby, but it was so awkward and uncomfortable I ended up returning.  It might work if you have a straighter build vs. hourglass.  I couldn't get it to close properly without either gapping or bunching.  I decided the money would be better spent toward some workout classes.",54,44
AMAZON_FASHION,B001LFP0EO,2.0,negative,"I really don't like this product! It's too short (I'm 5' 7"" and it didn't cover much of my torso). It also is very hot! It's uncomfortable and gives you a cylindrical shape with ni curves. It also shows under clothing very easily. The fabric creases like it said it would, but in doing that, it makes you look like you have really bad back fat rolls! LOL",68,45
AMAZON_FASHION,B001LFP0EO,2.0,negative,"Expands soon, couldn't use after a month. I ordered small based on the instruction/ size chart and it become big after using less than a month. I am really disappointed with this product, my tummy still looks big and i couldn't wear the belt as it expanded and not tight enough. I would like to get a refund or replacement.",60,46
AMAZON_FASHION,B001LFP0EO,1.0,negative,"This thing is awful. It's not long enough for my long torso, so it either causes bulges of back fat above it, between it and my bra, or it fails to hold in the lower part of my belly. It rides up like crazy; it's incredibly difficult to close the velcro and have it aligned, and it has creased making it very obvious under clothing.",65,47
AMAZON_FASHION,B001LFP0EO,5.0,positive,"This worked great! I will be ordering again, if I get pregnant again. I wish I ordered in a smaller size. I was going back and forth between a medium and a small. I got a medium. I'm 5'5 and weighed 160 at the end of my pregnancy. The band was too big after a week postpartum and I switched to the Bellefit gurdle. The product is well made and as described.",72,48
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I'm a size 6 pre-pregnancy and only gained weight in the belly. I thought a medium would fit according to the size chart but it did not fit after i gave birth, it only went around my post partum bellu half way. It's way too small.",46,49
AMAZON_FASHION,B001LFP0EO,1.0,negative,This was way too small and uncomfortable after my c-section. I sent it back and continued wearing the wrap they gave me at the hospital.,25,50
AMAZON_FASHION,B001LFP0EO,1.0,negative,"So uncomfortable. If you actually have kids to chase around and breastfeed, you will hate this thing. Not to mention it doesn't breathe and is super hot (if you're in summer months or a warmer climate), wish I could return it.",41,51
AMAZON_FASHION,B001LFP0EO,4.0,positive,"Wish it felt a little more ""secure"" but does the job.  I wish it wasn't so expensive considering how quickly it became too big (yes I went by the suggestions in the measurement guide)",34,52
AMAZON_FASHION,B001LFP0EO,1.0,negative,"This sucks. I don't understand why they are so many positive reviews. It is over priced and once you buy it, you cannot return it so you are taking a chance with the tummy band.
It sucks because of the material. It's like plastic and it doesn't hold it's shape around your back and keeps crinkling. You constantly have to readjust. Additionally it's not wide enough tto give you hip and tummy support which you need postpartum and I am 5'3 feet,. I ordered a medium and it fits good.
Save your money and reuse the hospital provided bands or buy the ""sweet sweat band."" Works just as good.",109,53
AMAZON_FASHION,B001LFP0EO,5.0,positive,"Sizing worked perfectly as described. This was my first pregnancy so I have nothing to compare it to, but I am so glad I bought this and used it postpartum. I think it definitely played a large role in being able to return to my pre-pregnancy body. I was able to return to pre-pregnancy jeans less than a week from birth.",61,54
AMAZON_FASHION,B001LFP0EO,1.0,negative,"Was unable to use and unable to send back, which I was not aware of. If you have a c section, you will need the bamboo one.",27,55
AMAZON_FASHION,B001LFP0EO,2.0,negative,I bought this for post partum and wore it the day after I gave birth. My stomach shrank really quickly so I soon outgrew this. It was ok the first few times I worke it but then it became too big and started bunching around my stomach. Worked well for a while.,52,56
AMAZON_FASHION,B001LFP0EO,1.0,negative,Ordered size xs per sizing chart and it's too small for me 2 days post partum. Would like to exchange for small without having to buy another but because I bought it in march I cannot exchange or return it.,40,57
AMAZON_FASHION,B001LFP0EO,2.0,negative,"Ordered according to size chart, I couldn't close it until 2 week post partum. Didn't notice any significant difference with use.",21,58
AMAZON_FASHION,B001LFP0EO,1.0,negative,Would not reccomend. I was constantly pulling up on this and it never really worked. I would stand up and the whole thing would be below my belly.,28,59
AMAZON_FASHION,B001LFP0EO,2.0,negative,I realy do love it but i did recomand the smal and i received the medium and now i cant return it to get the smal,26,60
AMAZON_FASHION,B001LFP0EO,4.0,positive,"I was a size 18 pre pregnancy and ordered the XL. I ordered it a week after delivery and I have it as tight as it will go. I feel good wearing it and nicely supported. After wearing it all day I am ready to take it off at night. I wore a support band in the hospital, but it made my stomach so itchy. The belly bandit does not do this. I'm glad I bought the belly bandit, and I will be purchasing a size down to continue my recovery process.",92,61
AMAZON_FASHION,B001LFP0EO,5.0,positive,Really helps keep things in check to work out and prevent further stretch marks.,14,62
AMAZON_FASHION,B001LFP0EO,2.0,negative,I am rating based on looks alone because I did not have the opportunity to wear the product. I measured at 41 weeks pregnant and was given a size to buy. This was entirely too small. The only reason I gave 2 stars is because the actual material of the product is nice.,53,63
AMAZON_FASHION,B001LFP0EO,5.0,positive,Helps get uterus and hips back in shape,8,64
AMAZON_FASHION,B001LFP0EO,1.0,negative,It's useless. It does not help reduce any fraction of inch of my belly after using it for 3 months. And it's very uncomfortable to wear.,26,65
AMAZON_FASHION,B001LFP0EO,4.0,positive,used this with my first baby and again with my 2nd.  works wonders if you wear it!,17,66
AMAZON_FASHION,B001LFP0EO,5.0,positive,I Love My Belly Band. I feel so much better after I wesr it around the home. It is very comfortable and flexible. I would recommend for anyone looking to help that baby belly shrink.,35,67
AMAZON_FASHION,B001LFP0EO,5.0,positive,"GREAT product. Everyone keeps saying that they can't believe I just had a baby.

I used mine the first day I had my baby in the hospital. It was hard to get closed, but by day 3 when I was leaving the hospital, it was the perfect fit. I'm 4 weeks postpartum now and still wear it. I think it really does help. There are so many gimicky products out there for post pregnancy, but this one really does help and really does work. Worth every penny and I will recommend this to all my friends.",96,68
AMAZON_FASHION,B001LFP0EO,2.0,negative,"Stiff and uncomfortable, very hot in the summer!",8,69
AMAZON_FASHION,B001LFP0EO,5.0,positive,I had my baby 8 days ago via cesarean and this has been such a help! I feel held in and my belly has drastically reduced in size much quicker than with my first. I'm able to use my abdominal muscles more and don't have to worry about straining my incision. I highly recommend this!,55,70
AMAZON_FASHION,B001LFP0EO,5.0,positive,"Loved this and used it for the first 3 weeks, but then bought the bamboo version which is much softer and easier to wear all day long. Belly bandit has great products!",32,71
AMAZON_FASHION,B001LFP0EO,4.0,positive,"I measured myself before looking at their sizing chart. For 37"" inch waist they recommend a size small so thats what I ordered.
After three days it was already too large to have lasting effects. The band definitely works and I started using after two weeks of delivery.

I like to exchange for an extra small as I love the product and sent seller an email to see if I can exchange for an extra small and waiting on their reply. Will update you once I hear from them.

Due to material band will crinkle. But doesnt affect results.",99,72
AMAZON_FASHION,B001LFP0EO,2.0,negative,"I was pumped to get this and look slimmer. It loses its shape fast. XL was too big, L isn't just right and medium is too small.",27,73
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I had heard great things about the belly bandit, but this was such a bummer! It was WAY to small - I'm a size 4 - 6 waist 27 pre pregnancy and around currently while losing weight. I know you're supposed to cinch this, but you would need a tractor to get this thing to velcro together! Not sure who they are setting the small to fit.",67,74
AMAZON_FASHION,B001LFP0EO,5.0,positive,"This is a post pregnancy must have! Began using right after having a c-section. In the beginning, I had to use all my strength to get the velcrow to touch but within a week I lost three inches. This helps tremendously to compress the stomach and jump start your body to feeling somewhat normal again. Ended up using around the clock for about three weeks until moving to another product by the same maker as the Belly Bandit became to large (it didn't stretch out by any means; my body just completely changed).",93,75
AMAZON_FASHION,B001LFP0EO,2.0,negative,I'm really bummed. I've only worn it a few times and the material seems to have pulled in the middle causing an hourglass shape. I'm a pretty tiny girl so I'm not sure how I could have caused it to do that.,42,76
AMAZON_FASHION,B001LFP0EO,5.0,positive,"Product runs small. Good quality, and works great.",8,77
AMAZON_FASHION,B001LFP0EO,4.0,positive,"I started using at about 3 weeks postpartum. I wanted to see what size I would need since I knew I would shrink in size pretty quickly, and that was fortunate because I probably would have needed to buy two different sizes of the Belly Bandits. I do have a bit of trouble sitting in it, so I only wear at night when I sleep. I've seen my tummy shrink a little bit so far! Will see how this works out but so far, I'm happy with it.",88,78
AMAZON_FASHION,B001LFP0EO,2.0,negative,"Do not waste your money on this one. Get the bamboo one instead. I am 127 lbs after I delivered 4 weeks ago with a 28"" waste. I got the xsmall and it fits fine. However it folds so easy and crinkles. Feels so cheaply made. I got the bamboo one and it is so soft and smooth and MUCH more comfortable to wear. Save yourself the money and go straight for bamboo style.",74,79
AMAZON_FASHION,B001LFP0EO,5.0,positive,Amazing. Used this for post partum to get my belly back. Went from 39 in to 31.5 in in 2 weeks. Would defin8tely recommend. Started with a large and got down to a Xtra small. Can't say enough to good things about it.,43,80
AMAZON_FASHION,B001LFP0EO,4.0,positive,"I love the first belly bandit that I got for right after the birth. I wore it every day and it was wonderful. I didn't have one after my first kid and it felt like my guts were gonna fall out of me every time I stood up. This time with the belly bandit it was much easier to stand up straight even right after birth. Also my uterus contracted back to normal size in RECORD speed- my midwife was impressed. My stomach also shrunk much faster and I am pleased with the results. Once I shrank down to the smallest the first BB would go, I decided to get the next size down (extra small). This was a mistake. Even though the small is now too large, it was time to give up and go for their corset. The extra small just rolls up on itself and causes me to look all lumpy from outside my clothes so I can't really wear it anywhere besides the house, and the way it scrunches up is uncomfortable.",176,81
AMAZON_FASHION,B001LFP0EO,4.0,positive,"Slightly large in circumference, and a tad short for a girl my height (5'10"") but overall a quality product.",19,82
AMAZON_FASHION,B001LFP0EO,5.0,positive,Shrunk my stomach in half in a few days,9,83
AMAZON_FASHION,B001LFP0EO,5.0,positive,"Worth every penny! Wore this for the first week after delivery of my first baby and saw huge results, also definitely helped support my back which was awesome.",28,84
AMAZON_FASHION,B001LFP0EO,2.0,negative,"After less than two weeks of using this as directed the band is constantly scrunching up in the middle and riding up. The scrunching is so bad that there are now permanent ridges in the middle of the band. I really wanted to like this and I think it was working well, but I don't know that I can continue using it when it is this uncomfortable due to the bunching.",71,85
AMAZON_FASHION,B001LFP0EO,1.0,negative,"Just rides up again and again, very uncomfortable to wear, gets wrinkles in it the first time you wear it  and they never go away. I hated this product, it didn't do anything for me. What a joke.",38,86
AMAZON_FASHION,B001LFP0EO,4.0,positive,"If you are thinking about a large, purchase a medium. The quality of the product is excellent.",17,87
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I wanted to love his product so badly. I measured myself at 37 weeks and ordered it right away. The moment I was able to in the hospital, I put it on. Within two hours, it had folded over and scrunched up and would not go back to its proper position. I also got the kourtney kardashian version which worked out a little better. This version is not good for people with long torsos either. The kk model later about 2 weeks of 24/7 wear before it just folded too much. I looked slim in this while wearing it and almost bought into it too. Six weeks of round the clock wearing a belly bandit girdle and at 7 weeks, the pooch is right back where it was. These products are a hoax.",133,88
AMAZON_FASHION,B001LFP0EO,5.0,positive,I had an emergency c-section and am thankful for this product! It not only helped my uterus shrink faster but it decreased the pain. I would just put it above the incision so it doesn't get infected (I originally wore a hospital band and it infecfed my incision). I definitely plan to use the band in my next pregnancy.,59,89
AMAZON_FASHION,B001LFP0EO,5.0,positive,Must have for postpartum recovery!! I ordered 2 different sizes to keep wearing as my belly shrunk. Wore 24/7 starting day 1 after delivery. The extra support felt great too.,30,90
AMAZON_FASHION,B001LFP0EO,5.0,positive,Love this product! Just be aware I gained 33 pounds with my pregnancy. I usually fit in a size small. It took about a week for my stomach to slim down and than I could put on the belly bandit. But I'm glad I didn't go up in size otherwise it would of been too big. Better to go smaller than larger,62,91
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I would not recommend this at all. Instead, I'd recommend getting the leggings from this company. This band s extremely uncomfortable to wear, it was hard for me to bend over because it was so thick, and pushed up against my breasts when I sat down and when I breastfed my daughter. In the summer, definitely do not buy this, wayyyyyyyyyy too hot. for me, I felt like it did nothing and due to how uncomfortable it was, I rarely wore it, I purchased it at a baby fair and I think it cost about 50-60. This was the only thing I splurged on while pregnant. What a waste of money I could have spent on my baby.",118,92
AMAZON_FASHION,B001LFP0EO,4.0,positive,"It did get an annoying crease in the very middle of the band within two days of use. I'm a lean (135 lb before pregnancy, 160 at 40 weeks) and 5'8"" with a long torso. However, the band is comfortable and easy to use. At three days postpartum I needed my husbands assistance in order to be able to fit in it. The next day I was able to put it on my self. It works like a charm, this was my second pregnancy and at 5 days postpartum I'm wearing my size 4 stretch jeans. I did not fit into my pre pregnancy clothes after the first child for about 6-8 weeks and I was 8 years younger then (late20's). Now I'm in my mid 30s and this is amazing to me. When I went out for a walk with my newborn my neighbors couldn't believe how great I looked. I don't wear it to sleep I'm happy with the results I'm getting.",164,93
AMAZON_FASHION,B001LFP0EO,2.0,negative,"This is very comfy to wear all day and all night.  Fit was great, especially at first.  But after about 5 days this folds and bunches and really doesn't seem to function as intended anymore.  That's very disappointing considering how $$$ it was and also considering I was hoping to wear this 5-6 weeks.  I'm not sure this will survive structurally for much more than a week.  And yes, I have the right size... yes, I'm a bit flubbery all the way around... but this product is intended to be used post-pregnancy so the target consumer will be all of these things!!  I expected better.",105,94
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I was really excited about this product, but I was so grossed out when I noticed it had a brown stain on the inside of the wrap!",27,95
AMAZON_FASHION,B001LFP0EO,2.0,negative,I have had hard time with the belly bandit. The S was kind of small and the M was big (I have both).,23,96
AMAZON_FASHION,B001LFP0EO,4.0,positive,Comfortable to wear wish it was wider hope to see some results just got it last week,17,97
AMAZON_FASHION,B001LFP0EO,1.0,negative,"Waste of money, even the small size is big and didn't work for me. Save your money!!!!",17,98
AMAZON_FASHION,B001LFP0EO,5.0,positive,I can't believe I went through my first pregnancy recovery without this!! It's a must.,15,99
AMAZON_FASHION,B001LFP0EO,1.0,negative,"I ordered 2 after having my first child and I don't feel like it helped at all in shrinking my belly. I follow the sizing guidelines and it fit fine. I'll admit it was a good support garment because you basically have no core after childbirth and it is probably really beneficial if you have a c section (I didn't). I was fortunate not have much of a belly after he was born. In fact I think I have more of one now and I'm not sure if it is because I didn't wear my Belky Bandit for the recommended amount of time. I was able to tolerate it for 3 weeks day and night, not the 6 they say produces the best results. It is stiff and does not move with your body. It is difficult to wear under your clothes and does not stay in place. It requires constant readjusting. The worst was at night when it would slide up on my abdomen and squash my sore, milk-engorged boobs. My biggest complaint is it is not machine washable and if anyone else is like me it would get soaked during my delightful postpartum hormone sweats. Not fun!",199,100
AMAZON_FASHION,B001LFP0EO,5.0,positive,I bought a LG initially and have ordered a M now - I really am a fan of these! Received on time and as expected. I would recommend. I will mention that they do bend toward the top and bottom but I don't think they'd be as comfortable if they didn't.,51,101
AMAZON_FASHION,B001LFP0EO,5.0,positive,"Great for the first month post partum. Its easy to put on and take off. It is very comfortable and is not to tight that it would make you feel like you are compressed inside of it, but tight enough to hold everything in place. Of course after a few weeks, you might want to go tighter or use a waist trainer or something but post partum this one is great.",71,102
AMAZON_FASHION,B001LFP0EO,2.0,negative,I had a size large from belly bandit.com and this size medium was wayyyy smaller than expected. Its smaller than the one from the webite,25,103
AMAZON_FASHION,B001LFP0EO,5.0,positive,"My wife loved it. It was very comfortable and did exactly what she wanted it to. It help get her baby weight off much faster. She said that she was able to get back in her per - pregnancy jean in a week and a half. With our first baby she wasn't able to get back into her old pants for a long time after.
We ended up having to buy a smaller size after the first week because she was dropping the weight and hip size so quickly that the first one we got was too small. Right after our baby was born she could barely get the larger size on, after the week and a half she was about half way through the smaller sized one.",128,104
AMAZON_FASHION,B001LFP0EO,1.0,negative,"Extremely dissapointed. I started wearing this product immediately post-pardum. First off, it fit but a couple days later once my belly started shrinking, it became to large. Also, it was extremely uncomfortable. Every time I bent over, you could hear the loud crinkling of the Velcro...embarrassing. Plus, it was visible through all of my clothing and made my stomach look lumpy. It was also difficult to put on correctly. Overall it was a waste of money because after a month I became frustrated and quit wearing it.",87,105
AMAZON_FASHION,B001LFP0EO,5.0,positive,"I actually bought mine at babies r us so I got to try mine on before I bought it (I also tried on the babies r us brand but the belly bandit had way more coverage). For sizing, I went by shirt size pre-pregnancy. I wore a large so I bought a medium so it would be a tight fit (for better results). I went on a (protein) diet and I have only been wearing it for a little over a month and I already need a smaller size. It works really well, just wish I could trade it in for a smaller size instead of buying a new one.",110,106
AMAZON_FASHION,B001LFP0EO,2.0,negative,"I always wear a small, wore a small all throughout my pregnancy, this was tiny, had to return",18,107
AMAZON_FASHION,B001LFP0EO,1.0,negative,Really uncomfortable and bulky. The Velcro is annoying to mess with.,11,108
AMAZON_FASHION,B001LFP0EO,5.0,positive,Started with a medium right after I delivered my baby and about 3 weeks later I ordered the small that I can now wear for the next couple weeks. I was 150 when I got pregnant and gained 30 pounds and now I am 155 and the belly bandit really helped. I still have a little pooch that will only go away with diet and exercise.,66,109
