prod_id,summary,num_sents,word_count
B005KDF8QI,"This is still a great product I would definitely purchase more then one; maybe in different colors so that they can be switched out every so often to maintain their size/shape.
The product shipped on time and fit the phone with no problems.
At first I loved the case - it fit perfectly.
:( I loved the color and material but didn't fit.",5,63
B005OGO2AY,"I've gotten all of the Kindle calendar programs.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Calendar-Pro-Jujuba/dp/B004Q7GWYG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Calendar Pro (Jujuba)</a>, and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Calendar-Compulab/dp/B00501VZFS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Calendar (Compulab)</a>,<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Calendar-7-Dragons/dp/B0057GVXH6/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Calendar (7 Dragons)</a>,<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Task-List-Professional-Jujuba/dp/B005LPLMA6/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Task List Professional (Jujuba)</a>, and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Day-Planner-Calendar-Magellan/dp/B005OGO2AY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Day Planner & Calendar (Magellan)</a>.
7 Dragons'&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Calendar/dp/B0057GVXH6/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Calendar</a>&nbsp;is much easier to use, shows the day's events on the opening page, and doesn't take an extra step to check off a task.",10,65
B005PUZO92,"I mean, the problem is that they do not press your ears so, it feels like if you have two little speakers hanging in your head, so everyone can hear what you are listening and you can not listen good because they are far of your head.",2,47
B005PVXIVM,"These headphones are very nice, but unfortunately, they aren't made for small ears.
the sound is also a little flat, lacks bass, and they do not really get into your ear that much so it sounds like you're listening to small speakers held close to your ear instead of a true headphone.
I own a pair and love them, she appreciates the comfort and excellent sound quality as well.
nice headphones, good sound quality, fit well in ear.",5,78
B005QTTDZ8,"the phone exceded my expections, that I bought two plus decorative covers for them.the large screen is great for e mail and texting.
I bought this phone a year ago, after six months the mic broke down so I can't here the people calling me, I really didn't bother fixing it since I didn't like it in the first place, so I bought a Sony Xperia which I totally love, it's better than the HTC in every way, and now I'm trying to use it for other purposes(GPS, music) but the volume button broke down....",7,95
B005T54NYK,"I finally figured out that Kindle had opened the book in the wrong place and I found the exclusive short story which is a follow-up to On Strike for Christmas.
As I hadn't read either of the books these stories were connected to I felt a little lost.
Ok  not really what I'm interested in reading to short not not much going on seemed like the first chapter of a book",3,71
B005W5W006,"Really liked the case, it was on time, and was even cutter then I thought, I fell in love with the bees.
Case does its job in protecting Sprint Galaxy S II Epic 4G Touch, however the charger did not fit while case was on phone.
I had to shave the sides of the case in order for the charger to fit.
They need to redesign the bottom of the case for connecting the charger.
Good product for the prices.",6,80
B005Y2MYNK,"It's an interesting short story.
I'll have to read more books by this author.
Kept me captivated and Loved reading this short story, but left me hanging n wanting to know more!!
Sex scenes are great.
Not really a plot, the characters weren't memorable.
It was just a short read.
It took my breath away reading this book.
It had a very good story line to it.kept you wanting more",10,70
B005Z18ULK,"I didn't expect these to compare to the Bose (wired) IE2s headphones I normally use but after using those for a long time, the Rockaway Headset makes my music sound like it's on an AM radio with an old shallow speaker.",2,41
B005Z19G7M,"I was not going to compare them with my Bose headphones for the sound quality, but they are good for being as small as they are and bluetooth.
the sound is great but if you want something that will blast your ears off these are not for you.
great battery life and easy to connect to your Bluetooth products.
Sound quality : considering this is a bluetooth device, not bad.",5,70
B0061N848A,"That way, you are not spoiling some of the story from Forever and a Day. Plus, I personally enjoyed seeing Leonard first as an older gentleman in the role of Roderick's father, and then in the novella as his younger self finding love for the second time.
I have had a great time reading the rest of the series, except for the ending of book ""2.""",4,67
B0063672C4,"A cheating housewife having unprotected sex with a man from a different race to pay her rent.
A little unbelievable but still a fairly well written short story.
I enjoyed reading this story about a couple who were behind on their rent, were being threatened with eviction if they didn't pay up.
This was a good story but it was just too short to be a satisfying read.",5,68
B0064GYRFI,"Fits the iPhone 4s like a glove and looks nice.
It looks good out of the box, matches my white iPhone well, and was waaay less than the overpriced bumpers Apple sells.
I'm not hard on my phone at all, and I only got about 4 weeks out of this bumper case.
The case did fit my iPhone 4S perfectly and all buttons worked well.
The light gray color looks great on my white iPhone.",6,75
B006DI8FIW,"This case appears to be red on the picture and the title but when you relieve the bumper it is almost hot pink.
All the buttons on the bumper work.
This phone case was pink more than red.
The lock button came off the bumper.
Looks good, fits good, but doesn't last very long.
The color that was sent to me is pink and not red liked I ordered.",7,69
B006G3C8SW,"This was a horrible case when I got it I put it on and it worked great just until about 2 days.
I order this three months ago and never got my phone case.
the colors were great because it represented my team but the durability of the product itself wasn't too good.
Other than that its a good bumper case.
Quality: As good as a Bumper can be",5,70
B006PNKS2Q,"The newest ones are great so I thought I'd read older ones...this book was way to short and was  rushed through what was suppose to be a `story line`.
Love sylvia day books.
I was expecting a novel, but soon realized I was reading two different stories.
It's like just reading a chapter of a novel
I just wish there was more to it, the story is so short - but it's a quick, enjoyable read.",8,76
B006S4X7DE,"I found this book after reading&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Goodlife-Fitness-Helpful-Tips-To-Achieve-Healthy-Living-Healthy-Living-Series/dp/B00A1MNG76/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Goodlife Fitness: Helpful Tips To Achieve Healthy Living (Healthy Living Series)</a>&nbsp;in which can be applicable to most people as it centers around what is the fact.
I think this book gives great tips on how to start and loose a couple of pounds fast.
By directing the mind to follow the body motions, which are infinitely slower than mental motions, he can accomplish great things to ward quieting the line.",5,78
B006SKO09S,"As long as I place the mifi in an area where it won't get bumped, the plug stays connected and the reception is very good.
I really did not expect much from this antenna but it pleasantly has surprised me it definately does improve my reception with my verizon MIFI 4510L hot spot.
I've tried many times but plugging this in makes absolutely no difference on the reception of my Mi-Fi.",4,71
B006UCVJKM,"this is an interesting story.everyone can learn something from this book.the firdt time i went yo montauk i knew i have end up writing about it.
It was a quick read (although I tend to go through at least a book a day no matter what length)and I really liked the style of writing.
I have since read a couple more of this authors books and liked them just as well....keep me interested the whole time!",10,76
B006VYMHT6,"the plastic is inside and the rubber is outside which is really bad way of protecting the edges and glass of a smart phone.
Kick stand Works well, AnD I Have Dropped My Phone At Least 8 Times Since The Purchase Of This Cases And IM Happy With It. Fits Motorola Droid Period.
Nice price and protects the phone though.",5,60
B006W0PPAM,"The case is also hard to take apart when you're trying to take it off the phone.
The case is good with protecting your phone
I didn't like that it was a two-piece case and came apart if my phone did fall on the floor
If you drop it splits up due to hard case.
I know it's hard to believe a plain white cover is cute, but it's really stylish and makes the phone look really nice.",4,78
B006YXIF8G,"I love playing it on my computer all of the time.
I have the actual game and love it but this electronic one is AWFUL.
I love this game but i wish it had the same rules as regular Farkle.
This is a good interprettion of a dice game which has many names such as Zilch, You're Out!
The game of Farkle the way I learned to play is very different.",6,71
B006ZDPPBA,"Would have to recommend this for the wonderful information, But if you wish herbal remedies for the United States this book is not for you.
Many herbal remedy books are organized alphabetically by the herb name.
A good book for someone trying to learn herbalism from the ground up.
I haven't read the entire book but overall it is very informative and helped me find what I needed with no problem.",5,71
B00761OU0C,"This read like a junior high short story.
Loved it it was simple the best book Ive read I would read it ten times if possible its great
I like some gay stories but not mad about this.
Rather buy the whole story in one book than wait for next installment
If you get this book, which I got free, it will make you want to read the rest of the series.
I really enjoyed reading this story.",5,78
B007CE0ZA2,"But only works if you live en China, no Google Play, no Google Apps, no Google services, you only can put English o Chinese language.
I was actually looking for dual sim both working for GSM network.
The dual-sim works perfectly as it should, but if you're just looking for a cheap dual-sim phone (Not smart) then you'll find cheaper good ones in here.
Good, but i have problem to install google play, and the language available is only chinesse thailandese and english.",5,83
B007FWO19W,"I  only have the sample download and knowing the credentials of the author (Jerome Corsi) of this book, I was dumbfounded to read  ""I was approached on this issue because I dislike  ""of""  the standard ...""  on page 2 of the introduction followed on the next page (page 3)  with  ""I instructed them to go at this investigation with no preconceived idea  ""that""  and I personally ...""",7,68
B007HIMU3S,"It is more about simple, basic guitar playing and little with the song.
I bought this book to assists me with learning to play a wide range of songs.
Some of my favorite songs have only one chord so I don't understand what's so great about the number three.
There are numerous ways to play one chord.
This shortly will be handy once I actually can play some more chords!",6,70
B007Q2ZKD2,"After reading Pride and Prejudice by Jane Austen, I can see how this book could be a very believable variation.
Darcy resigns himself to being Elizabeth's caretaker as she mourns Jane's death...not a lot of romance.
I am a fan of Jane Austen's books, and I also like the alternate takes on the romance of Elizabeth Bennet and Fitzwilliam Darcy.",7,60
