,category,prod_id,rating,polarity,review,review_len,review_id
594,All_Beauty,B00P755UHQ,5.0,positive,i use this almost every night now tip it stays in place better if you wear a sports bra i would buy it again,24,4
595,All_Beauty,B00P755UHQ,1.0,negative,it cute however my chest killed this lil bear if you are above a b do not waste your money,19,5
596,All_Beauty,B00P755UHQ,2.0,negative,not a big help for my big boobs I am an h cup and was super hopeful this would help it does not sit right or stay still I am like come on my boobs should hold it in but they do not i missed the free return window bc i went out of town,51,6
597,All_Beauty,B00P755UHQ,5.0,positive,sleep with this every single night not to prevent wrinkles but for painful pregnancy boobs oh my god so fricking painful anyways since becoming pregnant i want to sleep on my side a lot and so i am worried about wrinkles too i guess but the pain dear lord it is so bad i tried using a pillow but this just slides in place and stays better i mean it does not even fall out when you get up in the middle of the night to go to the bathroom score,87,7
598,All_Beauty,B00P755UHQ,1.0,negative,dumbest purchase of my life do not let it be yours cheap toy that is worth 50cents at best i was shocked to say the least roll up a towel and use that instead,33,8
599,All_Beauty,B00P755UHQ,1.0,negative,does not work since has no straps the bear will not stay in place so it is useless,15,9
600,All_Beauty,B00P755UHQ,2.0,negative,i did not like this it did not stay in place,8,10
601,All_Beauty,B00P755UHQ,4.0,positive,it is a bit thicker than expected i imagine for more generous boobs but it is very comfy to jam into my pj top helps with pregnancy sweats and heavy pregnant boobies,30,11
602,All_Beauty,B00P755UHQ,5.0,positive,the titty bear is adorable curvy and shapely like me tb is not deplorable as you can plainly see made of firm foam a cover that does not roam my titty bear stays with me even when i leave home,40,12
603,All_Beauty,B00P755UHQ,2.0,negative,does not work very well it is very small better use as a baby or dog toy better to just use a pillow,25,13
604,All_Beauty,B00P755UHQ,1.0,negative,i bought this bear on another website the other reviewers are right this would only work well for very large boobs i bought the isima breast pillow and that has straps that secure it in place sometimes i put a comfy bra on too over the pillow to secure it even more so and also i like sleeping in comfort bras i would recommend the isima breast pillow i have size c implants,73,14
605,All_Beauty,B00P755UHQ,4.0,positive,this works great if wearing a certain bra to hold it in place my primary complaint is it does not rest snugly against my body and in between my breasts I shall wake up in the night and my breasts are smooshed together the position that causes those dreaded chest wrinkles and this bear is just sort of pushed out and sitting on top of them instead of being in between still need a tight sports bra to hold it in place at least for me I am 58 tall slim build with breast augmentation might work better for natural breasts still use it although i do see less deep lines on my chest when it stays in place,116,15
606,All_Beauty,B00P755UHQ,5.0,positive,bought this for my girlfriend who had been using a rolled up hand towel before finding this product works as advertised according to her she finds it helpful to wear a sports bra to keep the bear in place,39,16
607,All_Beauty,B00P755UHQ,5.0,positive,I have been dealing with sweaty uncomfortable boobs forever and titty bear is the breast,14,17
608,All_Beauty,B00P755UHQ,4.0,positive,helps to have a shirt or tank top on while sleeping,11,18
609,All_Beauty,B00P755UHQ,2.0,negative,i am a 38 ddd even with a sports bra it did not stay in place and as i moved it came completely out of place too bad because it is super cute,33,19
610,All_Beauty,B00P755UHQ,2.0,negative,might work for some but was too thick for me natural 34ddd the bear design is adorable but i went with the bosom buddy which is a little smaller and it stays in better for me,36,20
611,All_Beauty,B00P755UHQ,1.0,negative,i have a large chest and this does not stay in place at all not worth the money,18,21
612,All_Beauty,B00P755UHQ,1.0,negative,well damn i missed the return window by a few days i have dds and this thing is too big it has to be for someone with fffs or someone with nat geo tits,34,22
613,All_Beauty,B00P755UHQ,2.0,negative,outside of the novelty of the name and being a bear it is pretty useless unless maybe you are very well endowed as with smaller breast sizes this does not stay put at all,32,23
614,All_Beauty,B00P755UHQ,5.0,positive,love it after researching to find something to help eliminate chest wrinkles i saw this and thought ah ha it is a descreet addition to my bed and works well keeping my 34 ddd breast from smushing together i notice a great improvement in the reduction in chest creases everyone tosses and turns during sleep so do be prepared to wear a comfy tank to help keep in place h m has great long stretchy tanks i use,77,24
615,All_Beauty,B00P755UHQ,2.0,negative,i had high hopes for this product but in the end was disappointed it is made well and cute but does not provide the right shape support or stay in place even with wearing a sports bra to sleep ultimately it does not do well what it is advertising to do,51,25
616,All_Beauty,B00P755UHQ,5.0,positive,funny gift for a friend love the name,8,26
617,All_Beauty,B00P755UHQ,1.0,negative,it is kinda to big and honestly it is not hard enough to stay put and to hard to sleep with to might work for some people it just did not work for me i think it will end up the dogs toy,41,27
618,All_Beauty,B00P755UHQ,4.0,positive,got lots of laughs as a gift for wife and friends,11,28
619,All_Beauty,B00P755UHQ,4.0,positive,i love this I have had it over a year now and I am starting to think i need a new one the foam inside has become a bit mushy i like it too much and will definitely order another,38,29
620,All_Beauty,B00P755UHQ,2.0,negative,will not stay in place even when tucked into bra and shirt,11,30
621,All_Beauty,B00P755UHQ,5.0,positive,my name is bear a handsome westie and i approve of this product,14,31
928,All_Beauty,B01BEX4GU6,4.0,positive,the quality of the wig is outstanding and the style is very similar to the picture with a little trimming / thinning / styling there is a lot of hair evenly distributed through the lace cap and has sewn in clips to attach with ease it was a little large at the top of the wig and it was very easy to sew a few tucks to take out some of the bulk the write up clearly states themay be different than what is in the picture due to the monitor or lighting the wig i see on my screen looks like a light brown with blonde highlights the wig i received is theof the highlights in the picture and is more blonde than light brown if you are looking for light brown with blonde highlights you may be disappointed i like to play with different wig colors and styles and i am ok with theat this price you are getting a quality product and really can not go wrong unless you are not willing to do a little trimming or accept a slightly different,186,0
929,All_Beauty,B01BEX4GU6,4.0,positive,theis darker than expected with an auburn tint so it did not look quite right i donated it to a charity because it is pretty and well-made,28,1
930,All_Beauty,B01BEX4GU6,5.0,positive,loved it a little shorted than i expected but get lots of compliments,13,2
931,All_Beauty,B01BEX4GU6,4.0,positive,actually a very cute wig too small for my head,10,3
932,All_Beauty,B01BEX4GU6,5.0,positive,my mom loved the quality and fitting of her wig,10,4
933,All_Beauty,B01BEX4GU6,5.0,positive,wonderful wig fit very comfortable the style is well kept when you get get it and shake it i have to rinse it in water to rinse off some residual product that is on it but fine after that and the style holds brushing the wig makes it look even more satisfying these wigs exact same product are sold at a large online store for double the price buy it here you will love it,72,5
934,All_Beauty,B01BEX4GU6,1.0,negative,nothing like the picture too much hair on top looks silly andwas a red tint,17,6
935,All_Beauty,B01BEX4GU6,2.0,negative,did not look this good not nearly as full returned,9,7
936,All_Beauty,B01BEX4GU6,1.0,negative,way too dark for my complexion it is light brown not blonde at all i guess it is the lighting in the studio that makes it appear thus i had to return it,32,8
937,All_Beauty,B01BEX4GU6,1.0,negative,no stars looks nothing like the picture do not buy this there are not even any form of bangs and it is more than fluffy,22,9
938,All_Beauty,B01BEX4GU6,4.0,positive,this wig has an entirely natural look really flattering,9,10
939,All_Beauty,B01BEX4GU6,5.0,positive,nice look and quality at a very reasonable price the picture is a good representation of this product,17,11
940,All_Beauty,B01BEX4GU6,5.0,positive,the wig i received has much more length than in this picture it is a very well made and a beautifulit can be styled but it will not look like this photo great service shipment was received within a week,42,12
941,All_Beauty,B01BEX4GU6,1.0,negative,does not look at all like this picture in style of,12,13
942,All_Beauty,B01BEX4GU6,2.0,negative,i bought for my mother it looked ridiculous on her and she hated it it was way too puffy it would be nice if there was a size chart I am not sure if i can even return it,38,14
943,All_Beauty,B01BEX4GU6,4.0,positive,actually for the price it was a surprisingly nice wig just not a style i could wear very different than what was pictured,23,15
944,All_Beauty,B01BEX4GU6,5.0,positive,bought this for my husband to be princess diana it worked well pretty high quality with a little adjustment would work as a trump wig too,26,16
945,All_Beauty,B01BEX4GU6,2.0,negative,be aware you need to style it it does not look like that when it comes,15,17
946,All_Beauty,B01BEX4GU6,5.0,positive,bought this for my 97 year old mother she has in rehab and she needed to replace her previous one did not want to spend too much fight unseen i am amazed at the quality of thus wig it looks just like her real hair it is thick bug feels soft to the touch easy to style big combing looks just like real hair this was supposed to be until we could take her hit s new one now we will keep this one permanently looks better than the expensive ones we have bought,90,18
947,All_Beauty,B01BEX4GU6,4.0,positive,i ordered this for a halloween costume it was not as curly as i needed so ordered a different one this one is very well made although good fit some are very small this one would work for medium / average sized heads it is a great and believablefeels good on not quite as layered in person but a nice wig,59,19
948,All_Beauty,B01BEX4GU6,4.0,positive,very thick I am still trying to reduce the 70s volume but wear it often just not for dress-up,18,20
949,All_Beauty,B01BEX4GU6,5.0,positive,great wig very cute on and was ready to wear no shaping neededwas close to my own medium blond,22,21
950,All_Beauty,B01BEX4GU6,4.0,positive,theis a little light but the short cut is super cute just right for putting on after swimming,20,22
951,All_Beauty,B01BEX4GU6,1.0,negative,it came brown not blonde like it stated and does not even resemble the picture i hate it i wanted blonde,20,23
952,All_Beauty,B01BEX4GU6,1.0,negative,the wig looked nothing like the picture and you could see the scalp part where the hair is weaved into it just looked cheaply made,25,24
953,All_Beauty,B01BEX4GU6,1.0,negative,it is a real crummy made wig i tossed it in trash,12,25
954,All_Beauty,B01BEX4GU6,2.0,negative,it does not look anything like the picture looks too cheap,10,26
955,All_Beauty,B01BEX4GU6,1.0,negative,this wig was horrible it was actually missing some hair in places thanks for doing a cancer patient wrong,19,27
956,All_Beauty,B01BEX4GU6,4.0,positive,for the money great wig just needed trimmed up a little andis perfect the company is also great for customer service recommend,24,28
957,All_Beauty,B01BEX4GU6,5.0,positive,do not hesitate this is a beautiful wig so many local shops had inferior products so glad i took a chance on amazon,22,29
1131,Arts_Crafts_and_Sewing,B000RER2JG,5.0,positive,i was very happy with these buttons for crafting thank you for having these buttons available when i needed them,20,0
1132,Arts_Crafts_and_Sewing,B000RER2JG,4.0,positive,i bought these buttons to add to a cardigan I am making they are a good size for womens or childrens clothes there was a sticker on the package that said 279 so I am not sure why they cost a dollar more than that if you have a good craft store around where you could get buttons for cheap you could probably find a comparable product i bought these online because the local craft store has pretty high prices and these were a better value,84,1
1133,Arts_Crafts_and_Sewing,B000RER2JG,4.0,positive,great for little projects especially baby items there were two different sizes of white two different sizes of black and one size of clear i ordered these not know what size they would be because i did not see it anywhere on the description i would order them again,48,2
1134,Arts_Crafts_and_Sewing,B000RER2JG,5.0,positive,more buttons for every need great value for cost,9,3
1135,Arts_Crafts_and_Sewing,B000RER2JG,1.0,negative,too small i needed to sew some new buttons onto my winter jacket but these certainly were not the buttons for the job the sucked poor enterprise,27,4
1136,Arts_Crafts_and_Sewing,B000RER2JG,4.0,positive,nice mix of black and white buttons sizes are pretty standard and just what i was looking for delivery was a little slow,23,5
1137,Arts_Crafts_and_Sewing,B000RER2JG,1.0,negative,i was really disappointed in this purchase i had ordered these in 7 different colors thinking i could do a lot of crafts with them after arriving 3 days after they were supposed to i was not happy to see how small the amount of buttons was and how many of those few came already cracked and broken what bothered me the most is that i paid over 6 for each package then saw that it has 229 printed on the label you are better off getting a better deal at the dollar store,93,6
1138,Arts_Crafts_and_Sewing,B000RER2JG,5.0,positive,i have nothing bad to say i ordered 130 black and white buttons and got 130 black and white buttons,20,7
1139,Arts_Crafts_and_Sewing,B000RER2JG,5.0,positive,it is really hard to find basic buttons at a good price these days but as usual found it at amazoncom used a lot and still have plenty more in the pack than it looks like in the picture,38,8
1140,Arts_Crafts_and_Sewing,B000RER2JG,4.0,positive,they will work very well for a the need i have for them without a doubt,16,9
1141,Arts_Crafts_and_Sewing,B000RER2JG,1.0,negative,i received these today and instantly did a product refund they are smaller than what i need and to make sure i did not miss something i went back to the post to see if there was a size and there was not one listed it did say mini i guess i just missed it in the detailed description then the package it came in says 229 for the price if you are going to sell something to make profit from it maybe take the original price off since i paid 536 what a waste of my time waiting for these to arrive now i need to go to the store to find better buttons boo,113,10
1142,Arts_Crafts_and_Sewing,B000RER2JG,1.0,negative,buttons are very very small not many matches disappointed,9,11
1143,Arts_Crafts_and_Sewing,B000RER2JG,1.0,negative,the buttons are mostly very thin and no traditioal hour hole buttons were included only two hole very disappointing,19,12
1278,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,this thing is the size of a quarter you are better off buying the larger roll which is for some reason cheaper,22,0
1279,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,it never peeled off not even the openon top some tapes the topdoes not stick but I have never had that problem with this tape it sticks and stays tight,32,1
1280,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,my granddaughter ordered this for hertape crafts and she absolutely loves this the colors are awesome and it is exactly what she wanted,24,2
1281,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,i love these rolls of minitape the width 3/4 is great for crafting and small fixes around the house or on-the-go perhaps use it like you might use washi tape and get creative it comes in basic black and silver plus some colors / patterns there is not quite the same selection of patterns as the originaltape line yet but perhaps after being on the market for a while they will expand the options available i recently made my dad an emergency car kit for christmas and i made sure to include one of these rolls as a mini version of a very useful tool,106,3
1282,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,this is going to be more expensive than regulartape per square foot but if you do not want to split tape or want a thinner width for a project these are great the tape is good quality and sticks well with burnishing rubbing down firmly and the width makes it perfect for trims or small fixes the finish is the same as regular blacktape glossy water-resistant and thick enough to be strong plus i just love the size of these rolls they are incredibly cute the inner core is printed it does not have the logo like the full size rolls do but it is clearly a mini roll oftape it is also labeled as made in the united states,121,4
1283,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,it works well and stays glowing for a long time but if you put it on some thing that your hands are going to be on such as a controller or a door nob then it wears down really fast,40,5
1284,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,I am not sure how this ended up being mislabeled as 15 yards when it is actually on 72 inches 2 yards i contacted amazon to let them know of the mistake and to return thebut seeing as how it still says 15 yards i figured I had put this out there for anyone else who might end up ordering this and getting a much smaller roll of tape than expected the tape itself does glow but i never took it out of the package since i returned it so i can not say much else about it otherbrand tape I have used has been great i imagine this would be the same i would have kept it if it did not cost so much for such a tiny roll,128,6
1285,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,make sure you understand the length / width of this product before purchasing it is a very small roll despite the picture looking like a normal sized roll the tape does function well however glows bright and adhesive holds well,38,7
1286,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,this does actually glow pretty good i did not read the description very well although and was surprised how small it was,21,8
1287,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,i wish i could give this product 50 stars compared to old school glo tape where you had to peel the backing this is a joy,26,9
1288,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,this tape is very cool glows so bright it literally lights up my daughters room at night so no need for night lights anymore,25,10
1289,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,pick is extremely misleading this roll is smaller than a roll of scotch tape it did glow but there was not much of it,24,11
1290,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,worked very well and glows in the dark as promised,10,12
1291,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,tape was easy to cut off the roll but i used it on light switches in the hallway to be able to see them to click on to be able to see down the hallway you could see the piece if you stood right in front of it not any longer and just did not work,56,13
1292,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,i obviously misread the size see picture so far i have not seen it glow at all I have had it on the floor with lights on for days and when the lights are out there is no green luminousfrom the tape very disappointed in this,46,14
1293,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,used on my flashlight in my basement that i have placed near my breaker box if the power goes out I shall be able to find it going to put some on the front of breaker box too it glows well in dark too,43,15
1294,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,this is extremely tiny i thought it was going to be a big roll oftape from the pic and name but admit i should have studied the measurements more closely it also does not glow very brightly,38,16
1295,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,i love this tape it does the job of what i purchased it for it is just too small not only do i recommend it i suggest you buy 2,29,17
1296,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,roll is really small but it worked great for my project,11,18
1297,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,this roll is tiny but it works great to cover several 10 disc golf discs,15,19
1298,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,it is my own lack of reading up on the product but when i purchased i did not realized it was going to be so tiny it is smaller than a normal roll of scotch tape i thought it was going to be as large as a regular roll oftape i feel that i could have read more into it but the way the pictures made the product look were a bit misleading because you can not tell how small it actually is,81,20
1299,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,be aware that this is smaller than a roll of electrical tape,12,21
1300,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,glow in the dark tape it is good tape and it glows,11,22
1301,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,even with the comments about how small this is i was surprised when i received it,16,23
1302,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,i read the reviews so i knew this is a small roll of tape no surprises it is the size of a fifty cent piece that was perfect for the project i needed it for and i did not have to pay for a large roll i did not need i found that it glows seven to eight hours you do not necessarily have to put it under light to get it to glow i found that the tv in a dark room also works i am very satisfied with this product,89,24
1303,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,why is that tape so small it should be 25 cents,11,25
1304,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,ok ha ha you got me my bad you have to put it in the sun or light,18,26
1305,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,if i was in the movie downsizing it would be perfect as the whole roll is not much bigger than a quarter haha thank goodness i have a great sense of humor because i was very amused and like miniature things but do not buy it if you think y ou are getting a standard roll they should tell you it is miniature,64,27
1306,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,well i was expecting my tape but when i opened my box all it had inside was a wad of paper notape,24,28
1307,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,not the product pictured i got sent a small roll of what seems to be glow medical tape that is not sticky at all,23,29
1308,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,i love this stuff i use it on the outside of our rv and it actually hold up pretty well has a masking tape feel to it although,28,30
1309,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,wow you look at the picture and think you are getting a roll oftape little do you realize you are getting a miniature version oftape heres a picture of it next to my mouse cute is not it,42,31
1310,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,should have looked at the size more closely if they could title this mini tape or something that would help a lot it is tiny it glows okay not great,30,32
1311,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,i love these minitapes i put one in each of my grandsons stockings they can put them in their glove compartments for an emergency fix i may order more so i can have one for myself handy littlethat will not take up much room i may be over 75 years old but i have learned in these years that you can fix a lot withtape it was a go to for my deceased husband and i use to kid him about it i thought it was a man thing until he died and i began using it for small fixes outside and in laughing out loud,109,33
1312,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,do not know how else to say this but it is tape that glows in the dark i have charged the tape with a black light and seen it hold a charge for a minimum of 4 hours works as expected,40,34
1313,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,absolutely useless it looks like a roll oftape but it is the size of a roll of electrical tape the dimensions are clearly readable in the picture so it is my own fault i guess but i had noduct tape came in such a small useless size,49,35
1314,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,adhesive did not stick at all ducks products usually sticks quite well but this was not even as sticky as masking tape lasted less than a day,25,36
1315,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,ordered assuming it is the same size as every other roll oftape since there is nothing in the picture that shows scale i give 2 stars,27,37
1316,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,notice it is very small it still glowed still was sticky but was super tinny,15,38
1317,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,reasonable value took a bit to be actively glowing at night,11,39
1318,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,worked out well for my needs i needed to mark a bathroom door knob so i could find it in the middle of the night without turning on lights i cut a very small 2 strip of this tape put it on door frame next to handle and it works great for me without any sun or room light after 7 pm it is still visible and glowing 8 hours later in the middle of the night as others have noted roll is small in length and width but it worked out great for me,96,40
1319,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,this works for what i bought it for as a marker in my garage for backing my car in price is right,23,41
1320,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,i was surprised that it was a super small roll,10,42
1321,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,i bought this tape after buying the glow in the dark stars i liked how well they stick the brightness and how long they glow since i bought this to decorate my scetch books it is the perfect size for me yes this is the same size as washi tape but longer than some of those i have boughten and it also sticks better i would love to see them come out in other colors but very happy with this tape,81,43
1322,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,kinda tiny but it works used it along the side of stairs so we do not trip at night the roll is very small although,24,44
1323,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,pay careful attention to the dimensions this is a ridiculously small roll of tape that as other reviewers have noted is virtually useless,23,45
1324,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,thistape is microscopic it roughly 1 tenth the size of a real roll oftape see picture attached,21,46
1325,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,it is not small it tiny do not think this is a regular size roll oftape only shorter because it is not this is tiny a little large than a quarter in diameter and only 3/4 of an inch wide never saw a roll this small before,47,47
1326,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,i will never buy it again it does not glow in the dark as advertised wasted my money,18,48
1327,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,poor quality and not worth the price in my opinion these rolls are truly mini sized the roll i received seems to have been stored in an extremely hot environment because the tape adhesive is so melted that it is very difficult to pull the tape off the roll to even use it do not bother purchasing thisgo to your nearest craft store or walmart and get a full roll of patternedtape for the same price quite disappointed with this purchase,83,49
1328,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,this it is a goodtape to use for safety it is only 6 feet and only one little roll and only 3/4 wide but it will glow when the lights go out it lasts only a short while depends on how much and how long of light it gets to charge it so times very for how long it glows,61,50
1329,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,very small amount of tape and barely glowed,8,51
1330,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,yes i can read 3/4x72 but it is still shocking to see how tiny this room of tape is a roll of frogtape would be something like 45 if sold at a similar price per foot at this price you should be able to see it glowing from space,48,52
1331,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,it glows it istape but the photo is decpetive because never in my life have i seen a roll oftape that is not the size of a roll oftape,33,53
1332,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,i was expecting a typical size never would i imagine something this small i guess the camera really does give it a bigger look,24,54
1333,Arts_Crafts_and_Sewing,B00CH9PWF0,4.0,positive,i thought i ordered a lip gloss by mistake it is tiny but i just used it on my tiny remote control so i can find it it seems fine i really did not notice any glow in the dark,38,55
1334,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,just a 1 inch thing of tape what a ripoff i knew i should have read the reviews,18,56
1335,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,the pictures did not depict that this was a very small role of tape i was extremely disappointed with the size and wish this detail was amplified a little more,30,57
1336,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,okay yes it is small other reviewers who gave it a poor review based on that need to read product descriptions more carefully that being said this is great tape bonds to itself well and seems to be extremely tough it has a rough cloth-like surface as opposed to a more traditionaltape plasticy-ness and it is rather thick it glows a bright strong green and does so for a long time it will not shine super bright for very long if you hold it up to a light but it does have a low glow that lasts for an hour or more which is totally perceptible in the dark would highly recommend they also sell a regular sized version if that is what you need,123,58
1337,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,did not like the glow feature of the tape because the glow was not that strong did not bother to return the product since s / h was pricey,27,59
1338,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,i did not read the full details was blown away when i saw how small this was not much bigger than a quarter so if you want tiny to maybe put on your phone then it is for you i was just shocked i guess i should have read all the reviews my bad but not worth the money I shall go to walmart next time for this product normally i am a big fan of amazon i get all my sewing and quilting from amazon with no problems hope this helps someone,90,60
1339,Arts_Crafts_and_Sewing,B00CH9PWF0,5.0,positive,good tape just watch out for the size of the roll it is smaller than you think it is about the size of a roll of washi tape,26,61
1340,Arts_Crafts_and_Sewing,B00CH9PWF0,1.0,negative,the photo makes this look as although it is regular sizetape when it arrived it was tiny smaller than scotch tape but about 1/4 do not recommend if you are going to sell a product why put a deceptive photo up put an actual photo up and let people judge if they want to spend money on your product as it actually is,65,62
1341,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,tape did not glow as expected was a bit disappointed not sure why either the light was dim and not bright,20,63
1342,Arts_Crafts_and_Sewing,B00CH9PWF0,2.0,negative,very small in size i would not reorder for the price,11,64
