category,prod_id,rating,polarity,review,review_len,review_id
All_Beauty,B006H8X3JO,2.0,negative,machine is fine but the ink sucks had no problem other than the ink sucks terribly just does not mix well with skin i guess am going to try and find some better ink maybe,34,6
All_Beauty,B006H8X3JO,2.0,negative,this kit is good but they sent me orange ink instead of black kinda hard to tattoo with just orange ink,21,7
All_Beauty,B006H8X3JO,4.0,positive,it is a good starter kit but over heats with bigger tattoos power box shorted out but they mailed me a nee one with no problems very nice people i would recomend this kit,34,8
All_Beauty,B006H8X3JO,4.0,positive,i recieved my machine today it arived on time and had everything in it it all works great but the coil looked burnt when i got it but after cleaning it it all worked fantastic awsome for beginer artist it could use a book of how to set up,49,9
All_Beauty,B006H8X3JO,4.0,positive,the machine came within 4 days of me buying it but the foot petal is very small and over heats very easyily a warning to first time tattooers this machine comes with no directions of any kind so you will need to figure out how to set it up on your own also please for my own sake do not use the tattoo ink that comes with the machine on yourself it is perfect for praticeing on fake skin or fruit but I have never heard of the brand and something tells me it is bad ink other wise it is a perfect machine for beginners,102,10
All_Beauty,B006H8X3JO,5.0,positive,the kit came 1 day late but it is cool laughing out loud the grip is not the one they show it is straight n ink caps white no biggie thanks you,30,11
All_Beauty,B006H8X3JO,2.0,negative,it did not come with a grip i waited forever and i searched everywhere and there was no grip,18,12
All_Beauty,B006H8X3JO,5.0,positive,i like dragon hawk products because your tattoo kits have a great price for people like me that is starting out tattooing and i check out others brands of tattoo kits but no one had a better deals but dragon hawk is the place to start if you love tattooing and want good deals of tattoo kits ps wow your kits only have a big black ink bottle that will last me awhile and saves me money thanks and you got a costumer for life,86,13
All_Beauty,B006H8X3JO,4.0,positive,good for the money everything is working well just do not use this ink,13,14
All_Beauty,B00G6S8UY8,4.0,positive,great fun product looking forward to the next dress up party going as the tattooed lady,16,0
All_Beauty,B00G6S8UY8,1.0,negative,what a waste of money this product is waaaaayy over priced for it is poor quality i bought this kit to have my best friend pro artist draw ani had for a tatt on my arm we followed the directions to a t and it still came off within the next day the fine point quit working on all markers shortly after use one marker never worked bc it was dried up and the adhesive is a joke it is messy and after a few days it makes your skin look gross you would honestly have better luck with plain jane permanent markers and if you want a temp tattoo of your choice invest in a real henna tattoo kit,114,1
All_Beauty,B00G6S8UY8,2.0,negative,i would not recommend this product it is just permanent markers and some alcohol wipes,13,2
All_Beauty,B00G6S8UY8,2.0,negative,pens work beautifull but after 3 days sometime less you need to remove definatly not lasts lasting for weeks the latex covering feels gross and does not last long i will not purchase again company did send out quickly,38,3
All_Beauty,B00G6S8UY8,2.0,negative,i was disappointed with these they are basically sharpies they function the exact same way and the colors are not true to the lids it is fine to have them if you are expecting markers but they do not make convincing or lasting tattoos,39,4
All_Beauty,B00G6S8UY8,1.0,negative,product does not stay on for more than a day ok if you just want a really temporary tattoo nice colors although,22,5
All_Beauty,B00G6S8UY8,5.0,positive,love love them where have these been i love to change up my tattoo never permant thank you love it,20,6
All_Beauty,B00G6S8UY8,1.0,negative,they do not stay at all it says 2 - 3 weeks and mine lasted about 4 days and i was sadly disappointed,20,7
All_Beauty,B00G6S8UY8,4.0,positive,this was really fun and I am glad i got it because i enjoy drawing on myself and others but sharpies have never lasted long enough they all work pretty good but the detail-tipped ones do not work so good after a bit of use and the tattoos do not usually make it to two weeks despite lasting long either way i still really like it and recommend it,66,8
All_Beauty,B00G6S8UY8,1.0,negative,needs many many sheets of transparent tattoo paper to work properly they are not included in the kit and not mentioned except for in the instruction sheet do not buy from here maybe buy from the seller instead these are just permanent markers with glue / adhesive do not waste your money on this,51,9
All_Beauty,B00G6S8UY8,1.0,negative,the product is not as advertised mine did not come in a box the cleaner and tattoo remover wipes were not in foil the tattoo remover is very dry without the liquid mentioned in the how-to video on the bewild website and took three wipes to remove a test patch of the topper the topper dries sticky and gets full of lint and who knows what the pens are ok with good colors too bad the kit is so poorly put together bewild get your act together,86,10
All_Beauty,B00G6S8UY8,1.0,negative,the ink washed off without the sticky stuff if you use the sticky stuff then the sticky stuff sucks off the fabric of your shirt and the whole thing ends up looking like you have black balls of dust stuck all over your skin and you look dirty and are sticky all week it is like having the remains of a large bandid stuck on you but with a drawing underneath it also the yellows and light green pens do not even show up on skin,84,11
All_Beauty,B00G6S8UY8,2.0,negative,not what i although there just likemakers not worth the money,13,12
All_Beauty,B00G6S8UY8,5.0,positive,my daughter has enjoyed this set very much and has given lots of friends temporary tattoos,16,13
All_Beauty,B00G6S8UY8,4.0,positive,we had bought several different types of tattoo pens from area craft stores most of them had at least half the pens dry and useless and nonreturnable due to store policies we bought these on amazon based on a friends recommendation and were pleasantly surprised colors bright and vibrant all the pens were in new condition not dried out like the store pens had been my only disappointment was that there really is not a lot of ink in these they dry up much faster than regular markers for the price you would think they would last longer I shall be buying more wish there were more colors or choices of colors,110,14
All_Beauty,B00G6S8UY8,1.0,negative,one pen was dried out when i got it and the rest of the pens dried out after coloring only three tattos and they were not large ones very disappointed,30,15
All_Beauty,B00G6S8UY8,2.0,negative,this was a gift came in a cheap plain box a lot of the pens do not seem to work the fine tips do not seem to work,27,16
All_Beauty,B00G6S8UY8,5.0,positive,great alternative for kids who love to drawn themselves ink lasts for a few days,15,17
All_Beauty,B00G6S8UY8,2.0,negative,the product is ok you are better off getting the 18 piece version or none at all because i got multiple red green and yellow markers the yellows hardly show the tattoo remover wipes are literally moist towelettes you get at restaurants the most impressive part of the pack is the sealant which is essentially watered-down glue you are better off with sharpies or other thin permanent marker that does not run through the creases of your skin mind you elmers glue water and rubbing alcohol things you probably already have if you do decided to buy this kit i suggest a thin layer of baby powder slightly after applying the glue this sometimes keeps the sealant from collecting lint,117,18
All_Beauty,B00G6S8UY8,5.0,positive,this product is really good pens work really well and it is very fun to use although the top coat is quite sticky after it dries put really nice way to make it stay longer it fun to design things,40,19
All_Beauty,B00G6S8UY8,2.0,negative,the thick sides only worked on all my pens could not get any detail out of them,16,20
All_Beauty,B00G6S8UY8,2.0,negative,the fine point on the markers did not work,9,21
All_Beauty,B00G6S8UY8,4.0,positive,these markers are awesome but they do come off way too easily even with the protective coating having a lot of fun with them at parties although,27,22
All_Beauty,B00G6S8UY8,5.0,positive,ok my daughter does cosplay these pens were so great for her costume they stayed permanent and no smudging she had arms and neck tattoos for 5 days i do wish we could get more cleaning wipes but were able to do with it,44,23
All_Beauty,B00G6S8UY8,2.0,negative,so i got them in the time frame it which was wonderful and all but like several people have said they come dried out i had never even used some of them the first few days i had them and they were dried up one had mold on the fine tip I am like what the heck also they do not last more than 2 days if you even run a wash rag over it while bathing very disappointed,76,24
All_Beauty,B00G6S8UY8,1.0,negative,the pen ink does not stay on like it says it should and when u put the adhesive on top to keep the tattoo longer it makes it look like it has a dark haze on it tried to email the company because when we first opened the box of pens 3 of them were dried out so honestly i will stay with the sharpies,65,25
All_Beauty,B00G6S8UY8,5.0,positive,love them i think my daughter loves them even more so fun to work with i like being able to change not really into permanent body art these are perfect for that,31,26
All_Beauty,B00G6S8UY8,2.0,negative,some of the pens were dried out which i did not expect did receive it in a timely manner,19,27
All_Beauty,B00G6S8UY8,5.0,positive,i really like them awesome product the shipping was very quick i was surprised,14,28
All_Beauty,B00G6S8UY8,2.0,negative,some colors do not look nice on the skin one pen was open and thin side do not work,17,29
All_Beauty,B00G6S8UY8,5.0,positive,this kit was a gift for my teen daughters they have a lot of fun with it the tattoos do not last long even when you put the protective material supplied but they still enjoy it i would recommend it,39,30
All_Beauty,B00G6S8UY8,1.0,negative,i was so happy when they came in the mail i opened them up used them and thought all was well the ink did not run when i took a shower but when i went to use them again they would not work if you happen to be looking for a one-time use then you found it,55,31
All_Beauty,B00G6S8UY8,2.0,negative,did not work well did not last the two black pens stop working before i could finish the first temp tattoo not worth the money just use eyeliner or a sharpie,31,32
All_Beauty,B00G6S8UY8,5.0,positive,my daughter loved this gift awesome to have so many colors and the narrow and thick tips on each,19,33
All_Beauty,B00G6S8UY8,1.0,negative,these pens were defective a very disappointing birthday gift half of the pens were unusable,15,34
All_Beauty,B00G6S8UY8,5.0,positive,this kit is great for any artsy child this was definitely the favorite christmas gift,15,35
All_Beauty,B00G6S8UY8,2.0,negative,i was really excited to get all of the different colors however i found that it was not that great of a product because the tattoos do not stay on for longer than a day when it says it will stay on for at least 2 weeks it is fun but i was disappointed,52,36
All_Beauty,B00G6S8UY8,1.0,negative,these temporary tattoo pen really work as just like regular mark pens work nothing different just more ink less,19,37
All_Beauty,B00G6S8UY8,1.0,negative,does not stay on longer than one day,8,38
All_Beauty,B00G6S8UY8,5.0,positive,use these quite a bit and they stay on for a long enough i do not use the covering either,19,39
All_Beauty,B00G6S8UY8,5.0,positive,look it is a demo thing if u want to make sure this is the design u want and placement i say get this kool lil kit to play with before getting a real tattoo I am solid on this thanks,36,40
All_Beauty,B00G6S8UY8,4.0,positive,worked really well need more black pens in the set although,11,41
All_Beauty,B00G6S8UY8,5.0,positive,i did not buy this and I am not recommending using temp tattoo markers use sharpies they have cleaner clearer colors that show up well you can get sharpie off easily with hand sanitizer or alcohol swabs and warm water it is simple so please do not waste your money when you can use sharpies,51,42
All_Beauty,B00G6S8UY8,4.0,positive,i like to play with them they are a bit to easy to come off fun to play with although,20,43
All_Beauty,B00G6S8UY8,5.0,positive,i bought this for my 15 year old niece and as far as i can tell she was thrilled with it she wants a tattoo when she turns 18 so i thought this would help her make that decision,39,44
All_Beauty,B00G6S8UY8,4.0,positive,they are good colors and even without the coating the design will last a few days only issue is that after you first do them you need to let it dry a bit and even then a bit can rub off very fun,43,45
All_Beauty,B00G6S8UY8,1.0,negative,it was a total waste of good money being thrown in garbage,12,46
All_Beauty,B00G6S8UY8,4.0,positive,looks real had several people come up to me and comment hard part was telling them it was a temp glue is sticky even when dry use transparent powder to keep lint from sticking to it and keeping it clean after every wash,44,47
All_Beauty,B00H4EEK1K,4.0,positive,i like it but it is to low when i try to watch movies it is dim so what I am saying here is it is height is bad but otherwise it is preety good,31,0
All_Beauty,B00H4EEK1K,4.0,positive,this fit my trio perfectly also you have a better grip on your tablet i m glad the tablet is well protected now from breakage,24,1
All_Beauty,B00H4EEK1K,5.0,positive,very well made off good fit to the trio stealth g2 great christmas price brightvery sturdy clips does not block on off switch or volume controls,28,2
All_Beauty,B00H4EEK1K,5.0,positive,brightfast shipping fits on my 10 tablet perfect and snug great purchase you will not regret it came with a free stlyus pen,25,3
All_Beauty,B00H4EEK1K,2.0,negative,elastic clips were inconsistent on both pieces we purchased the inconsistencies allowed the tablet to not only slide back and forth but would slide right out the side and ultimately would hit the floor as although it had no case at all,42,4
All_Beauty,B00H4EEK1K,1.0,negative,does not work it is just another universal case just as someone else said you have to remove it from case to use camera,23,5
All_Beauty,B00H4EEK1K,2.0,negative,does not really work for a tablet the corner pieces sit on the on / off button,15,6
All_Beauty,B00H4EEK1K,1.0,negative,flimsy and tablets do not stay on also very thin and clumsy,11,7
All_Beauty,B00H4EEK1K,5.0,positive,it is ok but the little holding elastic bands are hoaky and done always work too good,16,8
All_Beauty,B00H4EEK1K,5.0,positive,these are great cases i bought them for the tablets that my grandkids got for christmas if they can not wreck them no can,23,9
All_Beauty,B00H4EEK1K,2.0,negative,not strong enough to hold tablet in place,8,10
All_Beauty,B00H4EEK1K,5.0,positive,on time shippingas described thank you,8,11
All_Beauty,B00H4EEK1K,2.0,negative,these are ok they do not really fit our tablets and the fasteners keep moving all over the place,18,12
All_Beauty,B00H4EEK1K,4.0,positive,it fits my trio stealth g4 101 the clamps are tight but because it slips easily from the corners it may not be that good for carrying around,28,13
All_Beauty,B00H4EEK1K,5.0,positive,this was better than i expected sooooo inexpensive but good quality and holds my tablet firmly thank you,18,14
All_Beauty,B00H4EEK1K,5.0,positive,my daughter ordered this so i can not rate it as she purchased it for herself she said she liked it so i am happy that she is happy it arrived as promised and was packed securely,36,15
All_Beauty,B00H4EEK1K,5.0,positive,i love this case it is everything I have been looking for and great protection for my tablet i was worried about the corner tabs not holding my tablet securely they hold great way better than i could ever imagine thank you,40,16
All_Beauty,B00H4EEK1K,2.0,negative,case is fine amazon did not send bonus gift stylus with it,12,17
All_Beauty,B00H4EEK1K,2.0,negative,it is too flimsy my tablet would not stay in the corner tabs,11,18
All_Beauty,B00H4EEK1K,5.0,positive,great product delivered on time i am hppy,8,19
All_Beauty,B00H4EEK1K,2.0,negative,i use this on my trio stealth g2 101 tablet it does fit and but slips frequently i cut off the tabs and use it only to protect the screen i do not recommend if you have a 101 tablet however it works / fits my sisters 9 inch tablet and does not slip,51,20
All_Beauty,B00H4EEK1K,1.0,negative,flimsy quality clips keep sliding off the corners,8,21
All_Beauty,B00H4EEK1K,2.0,negative,had trouble keeping the tablet in place with this case,10,22
All_Beauty,B00H4EEK1K,2.0,negative,same complaint as most people the corner tabs do not stay in place,12,23
All_Beauty,B00H4EEK1K,4.0,positive,it fit my tablet just the way i wanted a case to fit have no complaints would buy again if needed,21,24
All_Beauty,B00H4EEK1K,4.0,positive,you have to remove tablet from cover to take photos no lens hole,13,25
All_Beauty,B00H4EEK1K,4.0,positive,i bought it for my wife and she seems to love it,12,26
All_Beauty,B00H4EEK1K,2.0,negative,i like thebut my tablet do not stay in place when I am moving around with it you can sit it up or down but it is no opening for my camera other then that it works,36,27
All_Beauty,B00H4EEK1K,5.0,positive,fits my tablet perfectly and offers great protection for a valued electronic,12,28
All_Beauty,B00H4EEK1K,5.0,positive,i just purchased my first tablet and was a little hesitant in ordering this product received it in the mail really fast and was shocked to see that it is very sturdy and holds the tablet without it being lopsided love this and would recommend it to anyone out there,48,29
All_Beauty,B00H4EEK1K,4.0,positive,it is ok but not what i thought it would be i brought 2 and I am not as happy as i could be that could be my thoughts only i do not dislike the cases i would not buy another one in all the case is good and protects your tablet very well,50,30
All_Beauty,B00H4EEK1K,4.0,positive,for the price it offers more protection than the soft cases but the tablet fell from the arm of a recliner and the screen still cracked because the case does not lock if you have children or pets i suggest a case with a locking latch,45,31
All_Beauty,B00H4EEK1K,4.0,positive,these covers were perfect for my kids they are a basic cover and very easy for my kids to get the tablets in,23,32
All_Beauty,B00H4EEK1K,4.0,positive,these covers were perfect for my kids they are very basic so easy for them to get the tablet in and out of the cover,25,33
All_Beauty,B00H4EEK1K,1.0,negative,the clip keep slipping off the corners it is not working well for me at all it is not doing what i thought it would,23,34
All_Beauty,B00H4EEK1K,5.0,positive,love it it fit just right 4 my 101 tablet i have been looking everywhere for a case to fit my tablet this the one thanks amazon,28,35
All_Beauty,B00H4EEK1K,1.0,negative,this cover does not fit the trio stealth the corner pieces do not stay in place and are not large enough to hold the tablet the case does not stay in the upright position when trying to stand it up very disappointed,42,36
All_Beauty,B00H4EEK1K,1.0,negative,i had my tablet in the case and it still came out of it and the screen shattered on my floor,21,37
All_Beauty,B00H4EEK1K,1.0,negative,the prongs to hold the case in place always slip off never keeps a hold that makes the tablet unstable and it falls out,24,38
All_Beauty,B00H4EEK1K,1.0,negative,bought these for the kids christmas present not too happy with them the corner holders are constantly slipping off does not feel very stable,23,39
All_Beauty,B00H4EEK1K,1.0,negative,the tablet keeps popping ouy of the little brackets not good quality at all having to buy a new case drom a different company,24,40
All_Beauty,B00H4EEK1K,4.0,positive,the case fits which is great as the tablet i bouggt is oddly shaped the elastic bands on this case makes it good for most tablets,26,41
All_Beauty,B00H4EEK1K,5.0,positive,good quality materials well made and fits my tablet perfectly like the brightmagenta and the wipe clean finish would recommend this and buy another if needed,28,42
All_Beauty,B00H4EEK1K,5.0,positive,the case fits perfect and a great pricemy husband love this case it is light and very durable compared with other sites,21,43
All_Beauty,B00H4EEK1K,4.0,positive,no hole for the camera otherwise it is a perfectly fine case for the money it fits well and the tablet is secure,22,44
All_Beauty,B00H4EEK1K,1.0,negative,i was totally disappointed one of the straps pulled out within two days i would have sent it back but i had already thrown the bag away and box with all the christmas paper definitely would not recommend this to anyone,41,45
All_Beauty,B00H4EEK1K,2.0,negative,the case is good and does it is job but the clips keep slipping off and i have not found many other options for colors,23,46
All_Beauty,B00H4EEK1K,1.0,negative,hate this cover the clasps on the side do not hold the tablet in so it falls out all the time the stand up feature does not work very flimsy went cheap and got cheap threw it in the garbage and went to best buy,44,47
All_Beauty,B00H4EEK1K,4.0,positive,i it is perfect for my 10 in tablet it was a good buy i like it keeps the glass safe from damage,20,48
All_Beauty,B00H4EEK1K,2.0,negative,the tabs to hold the tablet keep slipping off they let the tablet slip around rather than hold it tight,20,49
All_Beauty,B00H4EEK1K,5.0,positive,had looked everywhere for what we needed and this is exactly it perfect fit to protect our christmas present to each other,23,50
All_Beauty,B00H4EEK1K,4.0,positive,purchased as a gift this cover fills the bill for tablet protection and utility the quality is quite good for the price,22,51
All_Beauty,B00H4EEK1K,2.0,negative,the holding latch cover on and off volume control it slips off constantly i would not recommend they did not consider compotent t design,23,52
All_Beauty,B00H4EEK1K,2.0,negative,when i received it it was the holidays and it was a gift to go along with a tablet that i had purchased after the holiday and the excitement wore down we found that it is not as sturdy as i thought also there is no opening to take pictures with the case on the tablet not happy with it but i learned my lesson you get what you pay for,71,53
All_Beauty,B00H4EEK1K,1.0,negative,the case still allows the tablet to slip out even when you go to close the case not good at all it was a waste of money i will buy new ones,32,54
All_Beauty,B00H4EEK1K,1.0,negative,the case does not hold the tablet in place the tablet slips out even when you go to close the case not good,22,55
All_Beauty,B00H4EEK1K,5.0,positive,i had ordered one for 4000 then saw this one for 1200 returned the 4000 case and i am very happy with this one excellent for the buck,29,56
All_Beauty,B00H4EEK1K,2.0,negative,tablet was hot pink when i ordered orchid purple the stopper for the stand does not hold and causes cover to open and fall from table the four holders keep slipping and tablet comes out of case,36,57
All_Beauty,B00H4EEK1K,2.0,negative,advertises the case is for the trio stealth g2 however in order to take a picture you must remove your tablet from this case before you can take a picture most cases you can leave your tablet right in the case while taking pictures also this case does not stand when reading as shown in picture it falls over just for those two reasons alone this case is worthless,68,58
All_Beauty,B00H4EEK1K,2.0,negative,advertised for trio tablet however there is no hole for the rear facing camera so you can not use the camera if the tablet is in the case,27,59
All_Beauty,B00H4EEK1K,5.0,positive,fits good and looks good wish that there was a better selection oflike black one red is ok,21,60
All_Beauty,B00H4EEK1K,5.0,positive,i really like this tablet case it fits the trio stealth-10 perfectly the claws hold the tablet very snugly to the case there is no room for play that would allow it to fall out theis very vibrant and i love the black elastic band that holds the case tightly closed and the bonus stylus fits perfectly in the ear plug outlet so it will always be available,70,61
All_Beauty,B00H4EEK1K,2.0,negative,the cover is nice but the fact that it was suppose to come with a free bonus stylus and it did not was a let down,25,62
All_Beauty,B00H4EEK1K,5.0,positive,the tablet case was much better quality than expected it is truly nice and at an excellent price,18,63
All_Beauty,B00H4EEK1K,1.0,negative,could not get the bluetooth to work with my tablet the holder for the tablet was not able to keep the tablet in place,23,64
All_Beauty,B00H4EEK1K,5.0,positive,exactly what i expected at a reasonable price,8,65
All_Beauty,B00H4EEK1K,5.0,positive,i bought this as a gift for my dad since he also got the newest kindle fire the kindle fire hd 101 and he loves it not only that but it fits perfectly the grips that wrap around the corners hold it tightly and safely i recommend this to anyone looking for a case that will keep your device safe while still looking awesome,64,66
All_Beauty,B00ITNNI4K,4.0,positive,i liked it a lot it looks really nice on a hand and it does not look cheap the only thing that was bad few of the little rings in the chain were not closed properly so i had to fix it with pliers so that it would not fall apart,50,0
All_Beauty,B00ITNNI4K,4.0,positive,it is okay and i like it however it is cheaply made,11,1
All_Beauty,B00ITNNI4K,2.0,negative,the bracelet is very pretty but not well designed it does not stay in place,14,2
All_Beauty,B00ITNNI4K,2.0,negative,i bought another one of these in silver and they both lose theirafter wear for about 20 minutes in hot weather I am never buying these again,28,3
All_Beauty,B00ITNNI4K,5.0,positive,i purchased this bracelet and ring combo for a teenaged granddaughter because it is so unique also it is a cute and inexpensive gift to give for no special reason or to add to her christmas gifts i hope she will love it,41,4
All_Beauty,B00ITNNI4K,1.0,negative,very I shall fitting ring too small bracelet too big,9,5
All_Beauty,B00ITNNI4K,1.0,negative,this is very flimsy i bought it for my daughter to wear to her senior prom but the ring broke off before she even got the chain part hooked,29,6
All_Beauty,B00ITNNI4K,2.0,negative,is nice but the way they glue the ring is sideways i steel like it but is crapy,17,7
All_Beauty,B00ITNNI4K,4.0,positive,product as expected but although stated it would be slow was even longer than expected as other items ordered from over seas on the same day can a week sooner,30,8
All_Beauty,B00ITNNI4K,1.0,negative,the ring part broke off from the chain the first time i put it on,15,9
All_Beauty,B00ITNNI4K,2.0,negative,broke i kept the ring part because it was cute laughing out loud,11,10
All_Beauty,B00ITNNI4K,1.0,negative,got thistoday and it was already broken,9,11
All_Beauty,B00ITNNI4K,2.0,negative,received it very quickly but the bracelet part was huge and it broke the first time i wore it,19,12
All_Beauty,B00ITNNI4K,1.0,negative,i bought thisas a joke for my grandmother knowing it was going to be cheap since it was only 200 when she received it the chain was not connect to the already smashed ring or the bracelet part of the bracelet was held together with a green goo instead of soldered together even if you want to make someone laugh or buy for throw away jewelry do not,68,13
All_Beauty,B00ITNNI4K,5.0,positive,a sleek exotic piece they were beautiful on my model and my date was complimented all night i will check and buy from this company again,26,14
All_Beauty,B00ITNNI4K,5.0,positive,thiswas well worth what i paid for it it was good quality for the price and i received it very quickly,23,15
All_Beauty,B00ITNNI4K,4.0,positive,this is a really cute accessory the ring is an incomplete circle so you can adjust it just right the chain to the wrist is a good length the one real drawback is it is actually pretty hard to connect he clasp on the bracelet part without help because of the weight but i salved that by replacing the clasp with a magnate,62,16
All_Beauty,B00ITNNI4K,5.0,positive,kinda big i have small wrists very cute although,9,17
All_Beauty,B00ITNNI4K,1.0,negative,this thing fell apart like 10 min after i gave it to my girlfriend i would not recommend this to anyone do not buy this cheap thing we did not expect a high quality piece of jewelry as it was for halloween but it did not even make it to the party,50,18
All_Beauty,B00ITNNI4K,1.0,negative,no sizes on it biger than my fingers,9,19
All_Beauty,B00NLNO554,1.0,negative,hate these pens the pens are not multicolored and the ink runs out after a few uses would not buy again,21,0
All_Beauty,B00NLNO554,1.0,negative,i am a nurse so i thought these pens would be great and easy to access attached to my badge holder this first one exploded the first day i used it all over my scrubs and i looked like a slob all day i thought it was just a freak accident so i decided to give another one a try the same thing happened there is definitely a flaw in the design and i will not be using them again,80,1
All_Beauty,B00NLNO554,4.0,positive,i use these quite frequently to take notes since i do not have a smartphone the only complaint i have is that sometimes if you push the pen into it is cap too hard it will break this is only a problem since the cap is what attaches to the keychain aside from that although they work fine great for carrying around in a pocket,63,2
All_Beauty,B00NLNO554,4.0,positive,i have no need to write with pink purple or green ink blue is ok but black is the best,20,3
All_Beauty,B00NLNO554,2.0,negative,i need a pen attached to my keychain at work at all times i have always used the mini rsvp pens from pentel most stores in my area are not carrying them so i found these sorry but i hate them they are very small for writing and since i attach them to my keychain the round plastic hole for the chain to go through broke in one day my other pens never broke thicker plastic if you just need a tiny pen and not using it for hanging it would be ok i will not buy these again since i have found the pentel pens i want on amazon oh and the chain they come on is a joke totally worthless,120,4
All_Beauty,B00NLNO554,4.0,positive,I shall have to agree with the reviewer that said the pen cap pulls off too easily if used in a keychain fashion as described and intended however i was looking for a very small pen to keep in my pocket and it works very well for that i unscrew the little keychain attachment and the lid stays on in my pocket so I am always ready to write in a notebook i carry i frequently have a better pen but not always this one fits your hand pretty well if you remove the cap and place it at the but of the pen otherwise it is a little too stubby the product could certainly be improved by making the cap fit a little tighter but it works well for what i wanted,130,5
